2011-01-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;1;NULL;NULL;NULL;3375;NULL;NULL;NULL;1477;13;17
2011-01-01;43;Road-650 Red- 48;Bikes;Road Bikes;1;NULL;NULL;NULL;699;NULL;NULL;NULL;212;18;17
2011-01-01;44;Road-650 Red- 52;Bikes;Road Bikes;1;NULL;NULL;NULL;699;NULL;NULL;NULL;212;18;17
2011-01-01;41;Road-650 Black- 62;Bikes;Road Bikes;1;NULL;NULL;NULL;699;NULL;NULL;NULL;212;18;17
2011-01-01;46;Road-650 Red- 60;Bikes;Road Bikes;1;NULL;NULL;NULL;699;NULL;NULL;NULL;212;18;17
2011-01-01;47;Road-650 Red- 62;Bikes;Road Bikes;1;NULL;NULL;NULL;699;NULL;NULL;NULL;212;18;17
2011-02-01;20;Road-150 Red- 62;Bikes;Road Bikes;30;22;8;36.36;107340;78716;28624;36.36;42210;1;1
2011-02-01;19;Road-150 Red- 56;Bikes;Road Bikes;20;17;3;17.65;71560;60826;10734;17.65;28140;2;2
2011-02-01;18;Road-150 Red- 52;Bikes;Road Bikes;17;15;2;13.33;60826;53670;7156;13.33;23919;3;3
2011-02-01;17;Road-150 Red- 48;Bikes;Road Bikes;17;27;-10;-37.04;60826;96606;-35780;-37.04;23919;3;3
2011-02-01;16;Road-150 Red- 44;Bikes;Road Bikes;15;22;-7;-31.82;53670;78716;-25046;-31.82;21105;5;5
2011-02-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;10;3;7;233.33;34000;10200;23800;233.33;14880;6;6
2011-02-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;5;1;4;400.00;16875;3375;13500;400.00;7385;7;7
2011-02-01;38;Road-650 Black- 52;Bikes;Road Bikes;5;2;3;150.00;3495;1398;2097;150.00;1060;12;7
2011-02-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;4;3;1;33.33;13500;10125;3375;33.33;5908;8;9
2011-02-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;4;6;-2;-33.33;13500;20250;-6750;-33.33;5908;8;9
2011-02-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;3;3;0;0.00;10125;10125;0;0.00;4431;10;11
2011-02-01;36;Road-650 Black- 44;Bikes;Road Bikes;3;2;1;50.00;2097;1398;699;50.00;636;15;11
2011-02-01;41;Road-650 Black- 62;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;16;13
2011-02-01;40;Road-650 Black- 60;Bikes;Road Bikes;2;NULL;NULL;NULL;1398;NULL;NULL;NULL;424;16;13
2011-02-01;10;Mountain-100 Silver- 48;Bikes;Mountain Bikes;2;3;-1;-33.33;6800;10200;-3400;-33.33;2976;11;13
2011-02-01;45;Road-650 Red- 58;Bikes;Road Bikes;1;NULL;NULL;NULL;699;NULL;NULL;NULL;212;18;16
2011-02-01;43;Road-650 Red- 48;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;18;16
2011-02-01;46;Road-650 Red- 60;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;18;16
2011-02-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;1;6;-5;-83.33;3400;20400;-17000;-83.33;1488;13;16
2011-02-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;1;2;-1;-50.00;3400;6800;-3400;-50.00;1488;13;16
2011-03-01;17;Road-150 Red- 48;Bikes;Road Bikes;29;17;12;70.59;103762;60826;42936;70.59;40803;1;1
2011-03-01;18;Road-150 Red- 52;Bikes;Road Bikes;25;17;8;47.06;89450;60826;28624;47.06;35175;2;2
2011-03-01;16;Road-150 Red- 44;Bikes;Road Bikes;24;15;9;60.00;85872;53670;32202;60.00;33768;3;3
2011-03-01;20;Road-150 Red- 62;Bikes;Road Bikes;24;30;-6;-20.00;85872;107340;-21468;-20.00;33768;3;3
2011-03-01;19;Road-150 Red- 56;Bikes;Road Bikes;17;20;-3;-15.00;60826;71560;-10734;-15.00;23919;5;5
2011-03-01;10;Mountain-100 Silver- 48;Bikes;Mountain Bikes;4;2;2;100.00;13600;6800;6800;100.00;5952;6;6
2011-03-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;3;10;-7;-70.00;10200;34000;-23800;-70.00;4464;7;7
2011-03-01;36;Road-650 Black- 44;Bikes;Road Bikes;3;3;0;0.00;2097;2097;0;0.00;636;13;7
2011-03-01;41;Road-650 Black- 62;Bikes;Road Bikes;3;2;1;50.00;2097;1398;699;50.00;636;13;7
2011-03-01;46;Road-650 Red- 60;Bikes;Road Bikes;3;1;2;200.00;2097;699;1398;200.00;636;13;7
2011-03-01;40;Road-650 Black- 60;Bikes;Road Bikes;2;2;0;0.00;1398;1398;0;0.00;424;16;11
2011-03-01;43;Road-650 Red- 48;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;16;11
2011-03-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;2;1;1;100.00;6800;3400;3400;100.00;2976;8;11
2011-03-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;2;4;-2;-50.00;6750;13500;-6750;-50.00;2954;9;11
2011-03-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;1;1;0;0.00;3400;3400;0;0.00;1488;10;15
2011-03-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;1;3;-2;-66.67;3375;10125;-6750;-66.67;1477;11;15
2011-03-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;1;5;-4;-80.00;3375;16875;-13500;-80.00;1477;11;15
2011-03-01;42;Road-650 Red- 44;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;18;15
2011-03-01;45;Road-650 Red- 58;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;18;15
2011-03-01;44;Road-650 Red- 52;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;18;15
2011-03-01;37;Road-650 Black- 48;Bikes;Road Bikes;1;NULL;NULL;NULL;699;NULL;NULL;NULL;212;18;15
2011-04-01;20;Road-150 Red- 62;Bikes;Road Bikes;27;24;3;12.50;96606;85872;10734;12.50;37989;1;1
2011-04-01;19;Road-150 Red- 56;Bikes;Road Bikes;23;17;6;35.29;82294;60826;21468;35.29;32361;2;2
2011-04-01;17;Road-150 Red- 48;Bikes;Road Bikes;23;29;-6;-20.69;82294;103762;-21468;-20.69;32361;2;2
2011-04-01;16;Road-150 Red- 44;Bikes;Road Bikes;21;24;-3;-12.50;75138;85872;-10734;-12.50;29547;4;4
2011-04-01;18;Road-150 Red- 52;Bikes;Road Bikes;18;25;-7;-28.00;64404;89450;-25046;-28.00;25326;5;5
2011-04-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;7;1;6;600.00;23800;3400;20400;600.00;10416;6;6
2011-04-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;7;4;3;75.00;23625;13500;10125;75.00;10339;7;6
2011-04-01;45;Road-650 Red- 58;Bikes;Road Bikes;4;1;3;300.00;2796;699;2097;300.00;848;14;8
2011-04-01;40;Road-650 Black- 60;Bikes;Road Bikes;3;2;1;50.00;2097;1398;699;50.00;636;15;9
2011-04-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;3;2;1;50.00;10125;6750;3375;50.00;4431;8;9
2011-04-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;3;1;2;200.00;10125;3375;6750;200.00;4431;8;9
2011-04-01;10;Mountain-100 Silver- 48;Bikes;Mountain Bikes;2;4;-2;-50.00;6800;13600;-6800;-50.00;2976;10;12
2011-04-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;2;1;1;100.00;6750;3375;3375;100.00;2954;11;12
2011-04-01;41;Road-650 Black- 62;Bikes;Road Bikes;2;3;-1;-33.33;1398;2097;-699;-33.33;424;16;12
2011-04-01;39;Road-650 Black- 58;Bikes;Road Bikes;2;3;-1;-33.33;1398;2097;-699;-33.33;424;16;12
2011-04-01;44;Road-650 Red- 52;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;16;12
2011-04-01;42;Road-650 Red- 44;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;16;12
2011-04-01;46;Road-650 Red- 60;Bikes;Road Bikes;2;3;-1;-33.33;1398;2097;-699;-33.33;424;16;12
2011-04-01;47;Road-650 Red- 62;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;21;19
2011-04-01;43;Road-650 Red- 48;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;21;19
2011-04-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;1;2;-1;-50.00;3400;6800;-3400;-50.00;1488;12;19
2011-04-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;1;3;-2;-66.67;3400;10200;-6800;-66.67;1488;12;19
2011-05-01;18;Road-150 Red- 52;Bikes;Road Bikes;31;18;13;72.22;110918;64404;46514;72.22;43617;1;1
2011-05-01;19;Road-150 Red- 56;Bikes;Road Bikes;27;23;4;17.39;96606;82294;14312;17.39;37989;2;2
2011-05-01;20;Road-150 Red- 62;Bikes;Road Bikes;26;27;-1;-3.70;93028;96606;-3578;-3.70;36582;3;3
2011-05-01;16;Road-150 Red- 44;Bikes;Road Bikes;23;21;2;9.52;82294;75138;7156;9.52;32361;4;4
2011-05-01;17;Road-150 Red- 48;Bikes;Road Bikes;15;23;-8;-34.78;53670;82294;-28624;-34.78;21105;5;5
2011-05-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;7;1;6;600.00;23800;3400;20400;600.00;10416;6;6
2011-05-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;6;1;5;500.00;20400;3400;17000;500.00;8928;7;7
2011-05-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;6;3;3;100.00;20250;10125;10125;100.00;8862;8;7
2011-05-01;38;Road-650 Black- 52;Bikes;Road Bikes;6;5;1;20.00;4194;3495;699;20.00;1272;13;7
2011-05-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;4;7;-3;-42.86;13600;23800;-10200;-42.86;5952;9;10
2011-05-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;4;2;2;100.00;13500;6750;6750;100.00;5908;10;10
2011-05-01;41;Road-650 Black- 62;Bikes;Road Bikes;4;2;2;100.00;2796;1398;1398;100.00;848;15;10
2011-05-01;44;Road-650 Red- 52;Bikes;Road Bikes;3;2;1;50.00;2097;1398;699;50.00;636;16;13
2011-05-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;3;3;0;0.00;10125;10125;0;0.00;4431;11;13
2011-05-01;10;Mountain-100 Silver- 48;Bikes;Mountain Bikes;2;2;0;0.00;6800;6800;0;0.00;2976;12;15
2011-05-01;42;Road-650 Red- 44;Bikes;Road Bikes;2;2;0;0.00;1398;1398;0;0.00;424;17;15
2011-05-01;43;Road-650 Red- 48;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;18;17
2011-05-01;40;Road-650 Black- 60;Bikes;Road Bikes;1;3;-2;-66.67;699;2097;-1398;-66.67;212;18;17
2011-05-01;39;Road-650 Black- 58;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;18;17
2011-05-01;46;Road-650 Red- 60;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;18;17
2011-05-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;1;7;-6;-85.71;3375;23625;-20250;-85.71;1477;14;17
2011-06-01;17;Road-150 Red- 48;Bikes;Road Bikes;40;15;25;166.67;143120;53670;89450;166.67;56280;1;1
2011-06-01;20;Road-150 Red- 62;Bikes;Road Bikes;35;26;9;34.62;125230;93028;32202;34.62;49245;2;2
2011-06-01;16;Road-150 Red- 44;Bikes;Road Bikes;34;23;11;47.83;121652;82294;39358;47.83;47838;3;3
2011-06-01;19;Road-150 Red- 56;Bikes;Road Bikes;31;27;4;14.81;110918;96606;14312;14.81;43617;4;4
2011-06-01;18;Road-150 Red- 52;Bikes;Road Bikes;25;31;-6;-19.35;89450;110918;-21468;-19.35;35175;5;5
2011-06-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;8;6;2;33.33;27000;20250;6750;33.33;11816;6;6
2011-06-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;8;4;4;100.00;27000;13500;13500;100.00;11816;6;6
2011-06-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;6;6;0;0.00;20400;20400;0;0.00;8928;8;8
2011-06-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;5;3;2;66.67;16875;10125;6750;66.67;7385;9;9
2011-06-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;5;1;4;400.00;16875;3375;13500;400.00;7385;9;9
2011-06-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;4;7;-3;-42.86;13600;23800;-10200;-42.86;5952;11;11
2011-06-01;36;Road-650 Black- 44;Bikes;Road Bikes;4;3;1;33.33;2796;2097;699;33.33;848;13;11
2011-06-01;39;Road-650 Black- 58;Bikes;Road Bikes;4;1;3;300.00;2796;699;2097;300.00;848;13;11
2011-06-01;38;Road-650 Black- 52;Bikes;Road Bikes;4;6;-2;-33.33;2796;4194;-1398;-33.33;848;13;11
2011-06-01;46;Road-650 Red- 60;Bikes;Road Bikes;4;1;3;300.00;2796;699;2097;300.00;848;13;11
2011-06-01;43;Road-650 Red- 48;Bikes;Road Bikes;3;1;2;200.00;2097;699;1398;200.00;636;17;16
2011-06-01;45;Road-650 Red- 58;Bikes;Road Bikes;2;4;-2;-50.00;1398;2796;-1398;-50.00;424;18;17
2011-06-01;40;Road-650 Black- 60;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;18;17
2011-06-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;2;4;-2;-50.00;6800;13600;-6800;-50.00;2976;12;17
2011-06-01;41;Road-650 Black- 62;Bikes;Road Bikes;1;4;-3;-75.00;699;2796;-2097;-75.00;212;20;20
2011-06-01;44;Road-650 Red- 52;Bikes;Road Bikes;1;3;-2;-66.67;699;2097;-1398;-66.67;212;20;20
2011-06-01;37;Road-650 Black- 48;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;20;20
2011-06-01;47;Road-650 Red- 62;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;20;20
2011-07-01;20;Road-150 Red- 62;Bikes;Road Bikes;31;35;-4;-11.43;110918;125230;-14312;-11.43;43617;1;1
2011-07-01;19;Road-150 Red- 56;Bikes;Road Bikes;31;31;0;0.00;110918;110918;0;0.00;43617;1;1
2011-07-01;17;Road-150 Red- 48;Bikes;Road Bikes;26;40;-14;-35.00;93028;143120;-50092;-35.00;36582;3;3
2011-07-01;18;Road-150 Red- 52;Bikes;Road Bikes;23;25;-2;-8.00;82294;89450;-7156;-8.00;32361;4;4
2011-07-01;16;Road-150 Red- 44;Bikes;Road Bikes;17;34;-17;-50.00;60826;121652;-60826;-50.00;23919;5;5
2011-07-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;10;4;6;150.00;34000;13600;20400;150.00;14880;6;6
2011-07-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;7;5;2;40.00;23625;16875;6750;40.00;10339;7;7
2011-07-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;6;8;-2;-25.00;20250;27000;-6750;-25.00;8862;8;8
2011-07-01;40;Road-650 Black- 60;Bikes;Road Bikes;5;2;3;150.00;3495;1398;2097;150.00;1060;13;9
2011-07-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;4;2;2;100.00;13600;6800;6800;100.00;5952;9;10
2011-07-01;43;Road-650 Red- 48;Bikes;Road Bikes;4;3;1;33.33;2796;2097;699;33.33;848;15;10
2011-07-01;38;Road-650 Black- 52;Bikes;Road Bikes;3;4;-1;-25.00;2097;2796;-699;-25.00;636;16;12
2011-07-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;3;6;-3;-50.00;10200;20400;-10200;-50.00;4464;10;12
2011-07-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;3;5;-2;-40.00;10125;16875;-6750;-40.00;4431;11;12
2011-07-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;2;8;-6;-75.00;6750;27000;-20250;-75.00;2954;12;15
2011-07-01;42;Road-650 Red- 44;Bikes;Road Bikes;2;2;0;0.00;1398;1398;0;0.00;424;17;15
2011-07-01;37;Road-650 Black- 48;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;17;15
2011-07-01;36;Road-650 Black- 44;Bikes;Road Bikes;2;4;-2;-50.00;1398;2796;-1398;-50.00;424;17;15
2011-07-01;44;Road-650 Red- 52;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;20;19
2011-07-01;45;Road-650 Red- 58;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;20;19
2011-07-01;39;Road-650 Black- 58;Bikes;Road Bikes;1;4;-3;-75.00;699;2796;-2097;-75.00;212;20;19
2011-07-01;41;Road-650 Black- 62;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;20;19
2011-07-01;47;Road-650 Red- 62;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;20;19
2011-07-01;46;Road-650 Red- 60;Bikes;Road Bikes;1;4;-3;-75.00;699;2796;-2097;-75.00;212;20;19
2011-07-01;10;Mountain-100 Silver- 48;Bikes;Mountain Bikes;1;2;-1;-50.00;3400;6800;-3400;-50.00;1488;14;19
2011-08-01;18;Road-150 Red- 52;Bikes;Road Bikes;37;23;14;60.87;132386;82294;50092;60.87;52059;1;1
2011-08-01;17;Road-150 Red- 48;Bikes;Road Bikes;35;26;9;34.62;125230;93028;32202;34.62;49245;2;2
2011-08-01;20;Road-150 Red- 62;Bikes;Road Bikes;35;31;4;12.90;125230;110918;14312;12.90;49245;2;2
2011-08-01;16;Road-150 Red- 44;Bikes;Road Bikes;22;17;5;29.41;78716;60826;17890;29.41;30954;4;4
2011-08-01;19;Road-150 Red- 56;Bikes;Road Bikes;18;31;-13;-41.94;64404;110918;-46514;-41.94;25326;5;5
2011-08-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;5;2;3;150.00;16875;6750;10125;150.00;7385;6;6
2011-08-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;4;10;-6;-60.00;13600;34000;-20400;-60.00;5952;7;7
2011-08-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;3;4;-1;-25.00;10200;13600;-3400;-25.00;4464;8;8
2011-08-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;3;3;0;0.00;10125;10125;0;0.00;4431;9;8
2011-08-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;3;6;-3;-50.00;10125;20250;-10125;-50.00;4431;9;8
2011-08-01;37;Road-650 Black- 48;Bikes;Road Bikes;3;2;1;50.00;2097;1398;699;50.00;636;13;8
2011-08-01;38;Road-650 Black- 52;Bikes;Road Bikes;3;3;0;0.00;2097;2097;0;0.00;636;13;8
2011-08-01;44;Road-650 Red- 52;Bikes;Road Bikes;3;1;2;200.00;2097;699;1398;200.00;636;13;8
2011-08-01;43;Road-650 Red- 48;Bikes;Road Bikes;3;4;-1;-25.00;2097;2796;-699;-25.00;636;13;8
2011-08-01;47;Road-650 Red- 62;Bikes;Road Bikes;3;1;2;200.00;2097;699;1398;200.00;636;13;8
2011-08-01;42;Road-650 Red- 44;Bikes;Road Bikes;2;2;0;0.00;1398;1398;0;0.00;424;18;16
2011-08-01;39;Road-650 Black- 58;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;18;16
2011-08-01;41;Road-650 Black- 62;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;18;16
2011-08-01;40;Road-650 Black- 60;Bikes;Road Bikes;2;5;-3;-60.00;1398;3495;-2097;-60.00;424;18;16
2011-08-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;2;7;-5;-71.43;6750;23625;-16875;-71.43;2954;11;16
2011-08-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;1;3;-2;-66.67;3400;10200;-6800;-66.67;1488;12;21
2011-08-01;45;Road-650 Red- 58;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;22;21
2011-08-01;36;Road-650 Black- 44;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;22;21
2011-09-01;17;Road-150 Red- 48;Bikes;Road Bikes;32;35;-3;-8.57;114496;125230;-10734;-8.57;45024;1;1
2011-09-01;16;Road-150 Red- 44;Bikes;Road Bikes;29;22;7;31.82;103762;78716;25046;31.82;40803;2;2
2011-09-01;19;Road-150 Red- 56;Bikes;Road Bikes;29;18;11;61.11;103762;64404;39358;61.11;40803;2;2
2011-09-01;18;Road-150 Red- 52;Bikes;Road Bikes;21;37;-16;-43.24;75138;132386;-57248;-43.24;29547;4;4
2011-09-01;20;Road-150 Red- 62;Bikes;Road Bikes;19;35;-16;-45.71;67982;125230;-57248;-45.71;26733;5;5
2011-09-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;7;1;6;600.00;23800;3400;20400;600.00;10416;6;6
2011-09-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;7;3;4;133.33;23625;10125;13500;133.33;10339;7;6
2011-09-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;6;3;3;100.00;20250;10125;10125;100.00;8862;8;8
2011-09-01;10;Mountain-100 Silver- 48;Bikes;Mountain Bikes;4;1;3;300.00;13600;3400;10200;300.00;5952;9;9
2011-09-01;8;Mountain-100 Silver- 42;Bikes;Mountain Bikes;4;3;1;33.33;13600;10200;3400;33.33;5952;9;9
2011-09-01;37;Road-650 Black- 48;Bikes;Road Bikes;4;3;1;33.33;2796;2097;699;33.33;848;14;9
2011-09-01;7;Mountain-100 Silver- 38;Bikes;Mountain Bikes;3;4;-1;-25.00;10200;13600;-3400;-25.00;4464;11;12
2011-09-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;3;2;1;50.00;10125;6750;3375;50.00;4431;12;12
2011-09-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;3;5;-2;-40.00;10125;16875;-6750;-40.00;4431;12;12
2011-09-01;45;Road-650 Red- 58;Bikes;Road Bikes;2;1;1;100.00;1398;699;699;100.00;424;15;15
2011-09-01;42;Road-650 Red- 44;Bikes;Road Bikes;2;2;0;0.00;1398;1398;0;0.00;424;15;15
2011-09-01;38;Road-650 Black- 52;Bikes;Road Bikes;2;3;-1;-33.33;1398;2097;-699;-33.33;424;15;15
2011-09-01;47;Road-650 Red- 62;Bikes;Road Bikes;2;3;-1;-33.33;1398;2097;-699;-33.33;424;15;15
2011-09-01;46;Road-650 Red- 60;Bikes;Road Bikes;1;1;0;0.00;699;699;0;0.00;212;19;19
2011-09-01;39;Road-650 Black- 58;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;19;19
2011-09-01;40;Road-650 Black- 60;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;19;19
2011-09-01;41;Road-650 Black- 62;Bikes;Road Bikes;1;2;-1;-50.00;699;1398;-699;-50.00;212;19;19
2011-09-01;43;Road-650 Red- 48;Bikes;Road Bikes;1;3;-2;-66.67;699;2097;-1398;-66.67;212;19;19
2011-09-01;44;Road-650 Red- 52;Bikes;Road Bikes;1;3;-2;-66.67;699;2097;-1398;-66.67;212;19;19
2011-10-01;17;Road-150 Red- 48;Bikes;Road Bikes;40;32;8;25.00;143120;114496;28624;25.00;56280;1;1
2011-10-01;20;Road-150 Red- 62;Bikes;Road Bikes;36;19;17;89.47;128808;67982;60826;89.47;50652;2;2
2011-10-01;18;Road-150 Red- 52;Bikes;Road Bikes;28;21;7;33.33;100184;75138;25046;33.33;39396;3;3
2011-10-01;16;Road-150 Red- 44;Bikes;Road Bikes;27;29;-2;-6.90;96606;103762;-7156;-6.90;37989;4;4
2011-10-01;19;Road-150 Red- 56;Bikes;Road Bikes;24;29;-5;-17.24;85872;103762;-17890;-17.24;33768;5;5
2011-10-01;4;Mountain-100 Black- 42;Bikes;Mountain Bikes;7;3;4;133.33;23625;10125;13500;133.33;10339;6;6
2011-10-01;6;Mountain-100 Black- 48;Bikes;Mountain Bikes;7;6;1;16.67;23625;20250;3375;16.67;10339;6;6
2011-10-01;10;Mountain-100 Silver- 48;Bikes;Mountain Bikes;6;4;2;50.00;20400;13600;6800;50.00;8928;8;8
2011-10-01;3;Mountain-100 Black- 38;Bikes;Mountain Bikes;6;3;3;100.00;20250;10125;10125;100.00;8862;9;8
2011-10-01;9;Mountain-100 Silver- 44;Bikes;Mountain Bikes;4;7;-3;-42.86;13600;23800;-10200;-42.86;5952;10;10
2011-10-01;5;Mountain-100 Black- 44;Bikes;Mountain Bikes;4;7;-3;-42.86;13500;23625;-10125;-42.86;5908;11;10
2011-10-01;42;Road-650 Red- 44;Bikes;Road Bikes;4;2;2;100.00;2796;1398;1398;100.00;848;14;10
2011-10-01;40;Road-650 Black- 60;Bikes;Road Bikes;4;1;3;300.00;2796;699;2097;300.00;848;14;10
2011-10-01;47;Road-650 Red- 62;Bikes;Road Bikes;4;2;2;100.00;2796;1398;1398;100.00;848;14;10
2011-10-01;44;Road-650 Red- 52;Bikes;Road Bikes;3;1;2;200.00;2097;699;1398;200.00;636;17;15
